name	type	code	alternateGfx	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	sound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade
Flying Knife	tkni	7tk	dgr	100		1	1	13	28					16	29			1		50	82	6		55	47	1740	126680			dgr	tkf	9tk	7tk	1ht	1ht	5	1ht	1	2	1	40	75	flptkn	invtkn					0	primarily thrown	0	27	0	0	5	0	0	0	0	36	7	4	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Flying Axe	taxe	7ta	hax	100		1	1	17	35					24	25		10	1		50	116	15		58	50	1740	126680			hax	tax	9ta	7ta	1hs	1hs	5	1hsl	1	2	1	16	32	flptax	invtax					0	primarily thrown	0	27	0	0	5	0	0	0	0	35	7	5	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	2	0	xxx	xxx
Winged Knife	tkni	7bk	dgr	100		1	1	11	37					19	32		-20	1		50	136	20		61	53	1740	126680			dgr	bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	30	60	flpbkf	invbkf					0	primarily thrown	0	27	0	0	5	0	0	0	0	36	7	4	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Winged Axe	taxe	7b8	hax	100		2	1	19	41					30	40		-10	1		50	147	16		63	55	1740	126680			hax	bal	9b8	7b8	1hs	1hs	5	1hsl	2	3	1	16	24	flpbal	invbal					0	primarily thrown	0	29	0	0	5	0	0	0	0	35	7	5	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Hyperion Javelin	jave	7ja	jav	100		1	1	11	31					22	40	2	-10	1		50	50	10		54	46	1740	126680			jav	jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	30	60	flpjav	invjav					0	primarily thrown	0	14	0	0	5	0	0	0	0	1	7	2	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Stygian Pilum	jave	7pi	pil	100		1	1	17	39					21	47	2		1		50	125	12		59	51	1740	126680			pil	pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	25	50	flppil	invpil					0	primarily thrown	0	29	0	0	5	0	0	0	0	37	7	2	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Balrog Spear	jave	7s7	jav	100		1	1	13	47					46	69	2	10	1		116	116	14		62	54	1740	126680			jav	ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	20	40	flpssp	invssp					0	primarily thrown	0	29	0	0	5	0	0	0	0	37	7	2	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Ghost Glaive	jave	7gl	glv	100		1	1	19	54					14	32	2	20	1		138	107	16		67	67	1740	126680			glv	glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	8	20	flpglv	invglv					0	primarily thrown	0	29	0	0	5	0	0	0	0	37	7	2	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Winged Harpoon	jave	7ts	pil	100		1	1	19	51					24	60	2	-10	1		50	161	18		70	62	1740	126680			pil	tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	32	80	flptsp	invtsp					0	primarily thrown	0	29	0	0	5	0	0	0	0	37	7	2	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Hyperion Spear	spea	7sr	spr	100		1	1				1	15	54			3	-10	1		50	50	30		57	49	3900	251375			spr	spr	9sr	7sr	2ht	2ht	5	2ht	2	4				flpspr	invspr			1	3	0	2 square reach	0	28	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Stygian Pike	spea	7tr	tri	100		1	1				1	27	54			3		1		112	50	35		59	51	7347	464001			tri	tri	9tr	7tr	2ht	2ht	5	2ht	2	4				flptri	invtri	invtriu	invtriu	1	4	0	2 square reach	0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Mancatcher	spea	7br	brn	100		1	1				1	23	58			4	-20	1		116	134	28		63	55	11658	765414			brn	brn	9br	7br	2ht	2ht	5	2ht	2	4				flpbrn	invbrn			1	5	0	2 square reach	0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Ghost Spear	spea	7st	tri	100		1	1				1	38	65			4		1		141		28		65	57	16248	1091120			tri	spt	9st	7st	2ht	2ht	5	2ht	2	4				flpspt	invspt			1	6	0	2 square reach	0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
War Pike	spea	7p7	pik	100		1	1				1	36	146			4	20	1		152	125	25		67	59	19407	1341245			pik	pik	9p9	7p7	2ht	2ht	5	2ht	2	4				flppik	invpik			1	6	0	3 square reach	0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Ogre Axe	pole	7o7	hal	100		1	1				1	11	77			2	10	1		116		50		57	49	3918	252393			hal	bar	9b7	7b7	stf	stf	5	2hsl	2	4				flpbar	invbar			1	3	0	2 square reach	0	28	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Colossus Voulge	pole	7vo	hal	100		1	1				1	21	63			2		1		134		50		60	52	6699	433990			pax	vou	9vo	7vo	stf	stf	5	2hsl	2	4				flpvou	invvou			1	4	0	2 square reach	0	28	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Thresher	pole	7s8	scy	100		4	1				1	25	63			1	-10	1		118	118	65		62	54	8832	582833			scy	scy	9s8	7s8	stf	stf	5	2hsl	2	4				flpscy	invscy	invscyu	invscyu	1	5	0	2 square reach	0	28	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Cryptic Axe	pole	7pa	hal	100		1	1				1	44	83			3	10	1		156	100	65		66	58	16509	1117652			pax	pax	9pa	7pa	stf	stf	5	2hsl	2	4				flppax	invpax			1	5	0	2 square reach	0	28	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Great Poleaxe	pole	7h7	pax	100		3	1				1	32	102			4		1		179	129	55		70	62	25554	1827908			hal	hal	9h9	7h7	stf	stf	5	2hsl	2	4				flphal	invhal			1	6	0	2 square reach	0	16	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Giant Thresher	pole	7wc	scy	100		3	1				1	38	86			4	-10	1		188	188	55		73	65	31692	2348492			scy	wsc	9wc	7wc	stf	stf	5	2hsl	2	4				flpwsc	invwsc			1	6	0	2 square reach	0	16	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Walking Stick	staf	6ss	bst	100		1	1				1	11	35			1	-10	1		50		20		54	46	2712	176951			bst	sst	8ss	6ss	stf	stf	5	club	1	3				flpsst	invsst			1	2	0	magically charged	0	28	0	0	5	0	0	0	0	0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Stalagmite	staf	6ls	sst	100		1	1				1	13	40			1		1		50		30		58	50	5367	344252			sst	lst	8ls	6ls	stf	stf	5	staf	1	4				flplst	invlst			1	3	0	magically charged	0	28	0	0	5	0	0	0	0	0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Elder Staff	staf	6cs	cst	100		2	1				1	17	48			1	10	1		50		35		61	53	8094	522437			cst	cst	8cs	6cs	stf	stf	5	staf	1	4				flpcst	invcst	invcstu	invcstu	1	4	0	magically charged	0	28	0	0	5	0	0	0	0	0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Shillelah	staf	6bs	sst	100		2	1				1	21	50			1		1		50		40		63	55	12207	807011			sst	bst	8bs	6bs	stf	stf	5	staf	1	4				flpbst	invbst			1	4	0	magically charged	0	28	0	0	5	0	0	0	0	0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Archon Staff	staf	6ws	lst	100		3	1				1	32	79			1	20	1		50		50		67	59	19065	1318246			lst	wst	8ws	6ws	stf	stf	5	staf	2	4				flpwst	invwst			1	6	0	magically charged	0	28	0	0	5	0	0	0	0	0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Spider Bow	bow	6sb	sbw	100		1	1				1	11	33				5		1	50	71	20	1	54	46	2100	143712			sbw	sbw	8sb	6sb	bow	bow	6	bow	2	3				flpsbw	invsbw			1	3	0		0	5	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Blade Bow	bow	6hb	sbw	100		1	1				1	13	36				-10		1	50	94	32	1	57	49	4350	276828			sbw	hbw	8hb	6hb	bow	bow	6	bow	2	3				flphbw	invhbw			1	4	0		0	5	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Shadow Bow	bow	6lb	lbw	100		1	1				1	15	44						1	84	78	28	1	58	50	5610	358407			lbw	lbw	8lb	6lb	bow	bow	6	bow	2	4				flplbw	invlbw			1	5	0		0	5	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Great Bow	bow	6cb	lbw	100		2	1				1	17	40				-10		1	89	107	36	1	61	53	7743	501201			lbw	cbw	8cb	6cb	bow	bow	6	bow	2	3				flpcbw	invcbw	invcbwu	invcbwu	1	4	0		0	5	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Diamond Bow	bow	6s7	sbb	100		2	1				1	19	46						1	98	116	40	1	64	56	10605	711831			sbb	sbb	8s8	6s7	bow	bow	6	bow	2	3				flpsbb	invsbb	invsbbu	invsbbu	1	5	0		0	5	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Crusader Bow	bow	6l7	lbb	100		2	1				1	15	60				10		1	116	134	44	1	67	59	15105	1043158			lbb	lbb	8l8	6l7	bow	bow	6	bow	2	4				flplbb	invlbb			1	6	0		0	5	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Ward Bow	bow	6sw	sbb	100		3	1				1	21	52						1	107	143	48	1	69	61	23700	1670787			sbb	swb	8sw	6sw	bow	bow	6	bow	2	3				flpswb	invswb	invswbu	invswbu	1	5	0		0	5	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Hydra Bow	bow	6lw	lbb	100		3	1				1	15	69				10		1	134	161	55	1	71	63	33375	2413976			lbb	lwb	8lw	6lw	bow	bow	6	bow	2	4				flplwb	invlwb			1	6	0		0	5	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Pellet Bow	xbow	6lx	lxb	100		1	1				1	21	42				-10		1	82	93	30	1	57	49	8427	512454			lxb	lxb	8lx	6lx	xbw	xbw	5	xbow	2	3				flplxb	invlxb	invlxbu	invlxbu	1	3	0	reload lag between shots	0	8	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Gorgon Crossbow	xbow	6mx	lxb	100		1	1				1	27	52						1	116	103	40	1	62	54	22305	1420685			lxb	mxb	8mx	6mx	xbw	xbw	5	xbow	2	3				flpmxb	invmxb	invmxbu	invmxbu	1	4	0	reload lag between shots	0	8	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Colossus Crossbow	xbow	6hx	hxb	100		2	1				1	32	63				10		1	152	116	50	1	67	59	38064	2595929			hxb	hxb	8hx	6hx	xbw	xbw	5	xbow	2	4				flphxb	invhxb	invhxbu	invhxbu	1	6	0	reload lag between shots	0	8	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Demon Crossbow	xbow	6rx	hxb	100		3	1				1	21	48				-60		1	116	134	40	1	72	64	25851	1908006			hxb	rxb	8rx	6rx	xbw	xbw	5	xbow	2	3				flprxb	invrxb	invrxbu	invrxbu	1	5	0	fires 5 shots before reload	0	8	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Eagle Orb	orb	ob1	ob1	100		2	1	2	5								-10	1				20		1	0	168	3168	5	303	bst	ob1	ob6	obb	1hs	1hs	5	1hss	1	2				flpob1	invob1			1	4	0		0	18	0	0	5	0	1	0	0	0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Sacred Globe	orb	ob2	ob1	100		3	1	3	8								-10	1				30		8	0	463	10204	5	303	bst	ob2	ob7	obc	1hs	1hs	5	1hss	1	2				flpob1	invob2			1	4	0		0	18	0	0	5	0	1	0	0	0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Smoked Sphere	orb	ob3	ob3	100		3	1	4	10									1				35		12	9	766	17692	5	303	bst	ob3	ob8	obd	1hs	1hs	5	1hss	1	2				flpob3	invob3			1	4	0		0	18	0	0	5	0	1	0	0	0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
