index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Chaos Flight	100	1		1	1	100	96	u25	Spectral Estoc			5	5000								allskills		4	4	swing2		100	100	dmg%		450	500	rep-quant	100			dmg/lvl	8			dmg-norm		40	80	sock		2	2	reanimate	304	5	5	crush		5	5	ethereal		1	1	deadly		25	25	lifesteal		8	12	0
Leather of Aut	100	1		1	1	100	96	sm1	Samite Vest			5	5000								allskills		2	2	sock		4	4	dmg%		100	200	dex		50	50					red-dmg%		20	25	hp%		20	25	res-all		50	60	res-mag		20	30	balance2		100	100	ac%		200	250					0
Wisdom's Wrap	100	1		1	1	100	96	wsv	Wyrmsilk Vest			5	5000								magskill		5	5	sock		4	4					enr		40	50	castDelayRed%		20	30	extra-mag		3	3	res-all		50	60	res-mag		20	30	cast2		40	60	red-dmg%		15	15	hp%		15	15	reanimate	73	6	6	0
Scavenger Carapace	100	1		1	1	100	96	tt1	Titan Plate			5	5000								allskills		3	3	sock		4	4	heal-kill		100	100	str		50	50					red-dmg%		20	25	hp%		25	25	gold%		100	200	mag%		100	100	res-all		50	60	ac%		500	500	lifesteal		10	10	0
Nightscape	100	1		1	1	100	96	wsv	Wyrmsilk Vest			5	5000								poisskill		5	5	sock		3	3	res-all		50	60													res-pois-len		50	100	red-dmg%		15	25	hp%		15	25	resistcurse		33	33	ac%		200	250	noheal		1	1	0
Helm of Spirits	100	1		1	1	100	96	sm2	Samite Wreath			5	5000								allskills		3	3	balance2		60	60	mana%		20	30	sock		3	3	all-stats		10	10	cast2		30	40	res-all		40	60	extra-all		3	3	nofreeze		1	1	reanimate	90	6	6	ac%		200	250	oskill	Spirit Blade	30	30	0
Vyr's Clutch	100	1		1	1	100	96	sm3	Samite Mitts			5	5000								allskills		2	2	cast2		25	35	skill-rand	1	6	215	extra-all		5	5	ac		150	200	skill-rand	1	6	215	res-all		20	25	hp		140	160	res-mag		15	20	red-dmg		25	50	skill-rand	1	6	215	mana%		20	20	0
The Deflector	100	1		1	1	100	96	asg	Arcanite Safeguard			5	5000								allskills		3	3	block-fbr		40	80	crush		1	1	sock		4	4	ease		35	35	res-all		50	60	red-dmg%		20	25					move2		40	40	ac%		400	500	nofreeze		1	1	dmg-norm		15	25	0
Path of the Damned	100	1		1	1	100	96	u20	Infidel Wand			5	5000								nec		6	6	cast2		40	50	sock		2	2	skill-rand	1	66	95	extra-all		8	8	castDelayRed%		20	30	skill-rand	1	66	95	res-all		40	50	res-mag		30	40	res-pois-len		150	150	aura	Unholy Blight	10	10	skill-rand	1	66	95	0
Symbol of Toraja	100	1		1	1	100	96	sm5	Samite Sash			5	5000								allskills		2	2	cast2		25	35	skill-rand	1	6	215	extra-all		5	5	balance2		40	60	castDelayRed%		10	10					res-mag		10	20	nofreeze		1	1					red-dmg%		8	12					0
Stonecrusher of Romus	100	1		1	1	100	96	u15	Stalwart Chopper			5	5000								allskills		7	7	dmg%		450	500	dmg/lvl	10							eth-indestruct		1	1					dmg-norm		40	100	swing2		100	100	sock		2	2	crush		10	10	att/lvl	24			res-all		60	70	0
Roland's Bearing	100	1		1	1	100	96	sm3	Samite Mitts			5	5000								allskills		2	2	ease		50	50	dmg%		75	100	swing2		50	50	str		15	25	dex		15	25	red-dmg%		10	10	hp		200	220	ac%		400	500	crush		3	3	skill	Holy Shield	2	3	att		300	400	0
Scepter of the Meritorious	100	1		1	1	100	96	pu1	Royal Virge			5	5000								pal		6	6	sock		2	2	extra-all		8	8	skill	101	2	4	skill	112	2	4	skill	121	2	4	red-dmg%		15	25	balance2		40	40	cast2		40	60					ease		-50	-50	hp%		10	10	0
Manajuma's Way	100	1		1	1	100	96	dd1	Chaos Spirit			5	5000								ac%		400	500	dru		6	6	sock		3	3	str		15	25	dex		15	25	hp%		15	15	aura	Fanaticism2	5	5	res-all		30	40	res-mag		15	15	red-dmg%		10	10	extra-all		3	3					0
Fortitude of Arreat	100	1		1	1	100	96	bb1	Arreat Burgonet			5	5000								ac%		400	500	bar		6	6	sock		3	3	dmg-max		15	25	res-all		30	40	hp%		15	15	red-dmg%		15	15	res-mag		20	20					extra-all		3	3	oskill	Amplify Damage	1	1					0
Norvald's Charge	100	1		1	1	100	96	pp1	Skatsimi Crest			5	5000								ac%		400	500	pal		6	6	sock		4	4	abs-elem%		1	1	balance2		60	60	hp%		15	15	dmg%		75	100	red-dmg%		20	25	res-all		40	60	block-fbr		40	60	oskill	Shock Wave2	1	1					0
Gaze of Inarius	100	1		1	1	100	96	nn1	Spectral Effigy			5	5000								ac%		400	500	nec		6	6	sock		4	4	reanimate	40	6	6	extra-bonespear		1	1	hp%		15	15	res-all		30	40	cast2		30	40	block-fbr		40	60	balance2		60	60	castDelayRed%		15	15	res-mag		20	25	0
Vyr's Arcanna	100	1		1	1	100	96	u19	Invoking Shard			5	5000								sor		6	6	sock		3	3	skill-rand	1	36	65	skill-rand	1	36	65	enr		40	50	extra-all		4	4	cast2		30	40	castDelayRed%		15	20	res-all		30	40	res-pois-len		25	50	hp/lvl	48			mana/lvl	48			0
Unhallowed Essence	100	1		1	1	100	96	u21	Dowager Javelin			5	5000								ltngskill		7	7	sock		2	2	extra-all		8	8	dmg-norm		40	100	pierce		50	50	dmg%		450	500	swing2		100	100	ethereal		1	1	rep-quant	100			poisskill		7	7	hp/lvl	48			ama		1	1	0
Fleshstinger	100	1		1	1	105	99	u36	Marksman Bow			5	5000								dmg%		480	500	ethereal		1	1	crush		5	5	dmg-norm		60	120	swing2		100	100	sock		2	2	openwounds		33	33	deadly		25	25	all-stats		15	15	extra-msarrow		2	4	ama		7	7	lifesteal		10	10	0
Gibbous Moon	100	1		1	1	105	99	u35	Axillary Harpoon			5	5000								dmg%		480	500	ethereal		1	1	rep-quant	100			allskills		5	5					crush		5	5	lifesteal		10	15	dmg-norm		60	120	sock		2	2	swing2		100	100	heal-kill		80	100	oskill	Ancients Fury	1	1	0
The Falcon's Talon	100	1		1	1	105	99	u26	Scissors Garrote			5	5000								dmg%		480	500	eth-indestruct		1	1	res-mag		15	15	dmg-norm		60	120	crush		5	5	lifesteal		10	15	deadly		25	25	extra-all		8	8	sock		2	2	swing2		100	100	ass		7	7	hp		140	160	0
Warhelm of Kassar	100	1		1	1	105	99	bb2	Champion Crown			5	5000								ac%		400	500	bar		7	7	sock		4	4	dmg-norm		20	30	res-all		40	40	res-mag		30	30	oskill	Zeal	30	30	red-groundslam		100	100	red-dmg%		30	30	hp%		20	25	all-stats		20	20	crush		3	3	0
Kekegi's Unbreakable Spirit	100	1		1	1	105	99	dd2	Covetous Spirit			5	5000								ac%		400	500	dru		7	7	sock		4	4	extra-bear		1	1	castDelayRed%		30	30	balance2		100	100	all-stats		20	20	res-all		40	40	res-mag		30	30	extra-wolf		2	2	red-dmg%		25	25	hp%		20	25	0
Visage of Giyua	100	1		1	1	105	99	nn2	Malevolent Effigy			5	5000								block-fbr		40	60	nec		7	7	sock		4	4	red-dmg%		15	25	extra-golem		1	1					all-stats		20	20	res-all		50	60	cast2		30	40	hp%		20	25	castDelayRed%		30	30	reanimate	304	5	5	0
Gleamsong	100	1		1	1	105	99	u37	Conjuring Shard			5	5000								sor		7	7	sock		3	3					extra-all		12	12	cast2		50	50	castDelayRed%		30	30	res-all		40	40	res-mag		30	40	enr		40	50	all-stats		20	20	hp%		20	25	mana%		40	50	0
Holy Defender	100	1		1	1	105	99	pp2	Crusader Shield			5	5000								ac%		400	500	pal		7	7	oskill	Valkyrie	50	50					hp%		20	25	res-all		50	60	block-fbr		40	60	sock		4	4	all-stats		20	20	red-dmg%		25	30	res-mag		25	30	dmg-norm		20	30	0
Justinian's Panacea	100	1		1	1	105	99	aqv	Arrows			5	5000								rep-quant	100			allskills		4	4					extra-all		12	12	res-all		20	30	res-pois-len		100	100	res-mag		20	30	dmg/lvl	2			hp		200	300	all-stats		10	10									0
The Mangler	100	1		1	1	105	99	u27	Destroyer Axe			5	5000								dmg%		480	500	eth-indestruct		1	1					allskills		4	4	dmg-norm		60	120	sock		2	2	oskill	Fend	20	20	swing2		100	100	hp		200	300	crush		5	5	lifesteal		10	15	openwounds		100	100	0
Rod of Onan	100	1		1	1	105	99	u31	Behemoth Poleaxe			5	5000								dmg%		480	500	eth-indestruct		1	1					allskills		7	7	dmg-norm		60	120	sock		2	2	aura	98	10	10	swing2		100	100	hp		300	500	crush		12	12	lifesteal		15	20	balance2		100	100	0
Gladiator's Ring	100	1		1	1	105	99	rin	Ring			5	5000				gladiatorsring				allskills		2	2	dmg%		50	75	openwounds		25	25	res-all		20	30	res-mag		20	30	enr		30	40	hp		200	300	res-pois-len		75	75	crush		1	1	lifesteal		5	5	skill-rand	1	6	215	hit-skill	604	4	1	0
Auric Amulet	100	1		1	1	105	99	amu	Amulet			5	5000				auricamulet				allskills		3	3	cast2		40	50	hit-skill	608	6	1	balance2		50	50	castDelayRed%		15	20	dex		30	40	enr		30	40	mana%		20	30	res-all		40	40	res-mag		30	40	vit/lvl	12			oskill	Lower Resist	1	1	0
Bartuc's Hatred	100	1		1	1	105	99	cm22	charm		1	5	5000				BartucsHatred				allskills		2	2	hp		100	120	mana		100	120	extra-all		10	10	crush		1	1	deadly		20	20																									0
Aranoch's Destiny	100	1		1	1	105	99	u12	Ancient Purifier			5	5000								allskills		5	5	sock		6	6	dmg%		475	500	swing2		100	100	oskill	111	20	20	res-pois-len		50	50	att		400	500	all-stats		20	25	crush		5	5	hp		200	300	eth-indestruct		1	1	slow		5	5	0
El'druin	100	1		1	1	105	99	u30	Goliath Sword			5	5000								allskills		7	7	sock		6	6	dmg%		475	500	swing2		100	100	aura	Conviction	10	10					res-all		40	60	crush		5	5	hp%		10	10	red-dmg%		15	15	eth-indestruct		1	1	enr		50	100	0
Solar Facet	100	1		1	1	105	99	jew	Jewel			5	5000								dmg%		60	60	dmg-min		8	10	dmg-max		12	14																																					0
Lunar Facet	100	1		1	1	105	99	jew	Jewel			5	5000								extra-all		3	3	hp		50	60	mana		50	60																																					0
Virulent Thunder	100	1		1	1	105	99	u33	Widow Javelin			5	5000	blac	blac						dmg%		400	500	ethereal		1	1	rep-quant	100			ama		7	7	crush		6	6	extra-all		8	8	all-stats		20	30	sock		2	2	swing2		100	100	dmg-norm		60	120	skilltab	2	2	4	deadly		25	25	0
Plume of the Incubus	100	1		1	1	105	99	oos	Obsidian Shield			5	5000								allskills		3	3	extra-all		12	12	balance2		50	50	cast2		50	50	mana%		20	30	enr		50	60	block-fbr		50	50	res-pois-len		50	50					red-dmg%		10	10	res-all		50	50	res-mag		20	30	0
Bul-Katho's Skull Splitter	100	1		1	1	105	99	u24	Volant Axe			5	5000	dred	dred						dmg%		480	500					swing2		100	100	pierce		66	66	crush		6	6	dmg-norm		60	120	sock		2	2	rep-quant	100			deadly		25	25	ethereal		1	1	dmg-fire		300	500	dmg-cold	250	300	500	0
Ywera's Mortification	100	1		1	1	105	99	pu2	Royal Pernach			5	5000								pal		7	7	dmg%		450	500	sock		2	2	extra-all		8	8	swing2		100	100	dmg-fire		300	500	dmg-cold	250	300	500	dmg-ltng		1	1000	res-all		30	30	dmg-norm		60	120	crush		6	6	eth-indestruct		1	1	0
Gerard's Girth	100	1		1	1	105	99	ds1	Dragonscale Plate			5	5000								ac%		400	500	allskills		4	4	sock		4	4	balance2		100	100	red-dmg%		30	40	hp%		40	40	str		50	50	res-all		100	100	deadly		15	15	dex		50	50	gold%		100	200	crush		2	2	0
Mithrian Destruction	100	1		1	1	105	99	oo1	Obsidian Plate			5	5000								ac%		400	500	allskills		4	4	sock		4	4	extra-all		5	5	enr		50	60	oskill	54	1	1	red-dmg%		15	15	hp%		15	20	res-all		100	100	balance2		100	100	castDelayRed%		20	30	mana%		50	50	0
Corrupted Obsidian	100			1	1	1	66	cm69	charm		1	5	5000				sphere				allskills		1	1	hp		25	30	mana		25	30	extra-all		1	1	dmg-max		5	5																													0
Corrupted Obsidian2	100			1	1	1	86	cm69	charm		1	5	5000				sphere				allskills		1	1	hp		35	40	mana		35	40	extra-all		2	2	dmg-max		10	10																													0
Corrupted Obsidian3	100	1		1	1	1	96	cm69	charm		1	5	5000				sphere				allskills		2	2	hp		45	50	mana		45	50	extra-all		3	3	dmg-max		15	15																													0
Wirtsheart	100			1	1	1	60	cm70	charm		1	5	5000				Wirtsheart				cheap		5	5	gold%		20	30	mag%		20	30	res-all		15	15	all-stats		10	10																													0
Bovine Plate	100			1	1	1	85	bvp	Torso (special)			5	5000				bovineplate				ac		200	200	sock		3	3	allskills		1	1	mana%		15	20					res-all		30	35	balance2		50	50	res-pois-len		50	50	skill-rand	3	6	215	skill-rand	3	6	215	indestruct		1	1					0
Uber Facet	100			1	1	85	85	jew	Jewel			5	5000								extra-all		3	3																																													0
Low Rune Bag	100	1		1	1	1	1	cmx1	runebag1			5	5000																																																								0
Mid Rune Bag	100	1		1	1	1	1	cmx2	runebag2			5	5000																																																								0
High Rune Bag	100	1		1	1	1	1	cmx3	runebag3			5	5000																																																								0
